ds,y,Volume
1971-02-05,100.0,0.0
1971-02-08,100.839996,0.0
1971-02-09,100.760002,0.0
1971-02-10,100.690002,0.0
1971-02-11,101.449997,0.0
1971-02-12,102.050003,0.0
1971-02-16,102.190002,0.0
1971-02-17,101.739998,0.0
1971-02-18,101.419998,0.0
1971-02-19,100.699997,0.0
1971-02-22,99.68,0.0
1971-02-23,99.720001,0.0
1971-02-24,100.639999,0.0
1971-02-25,101.230003,0.0
1971-02-26,101.339996,0.0
1971-03-01,101.779999,0.0
1971-03-02,101.839996,0.0
1971-03-03,102.07,0.0
1971-03-04,102.779999,0.0
1971-03-05,103.0,0.0
1971-03-08,104.230003,0.0
1971-03-09,104.410004,0.0
1971-03-10,104.139999,0.0
1971-03-11,104.260002,0.0
1971-03-12,104.5,0.0
1971-03-15,105.129997,0.0
1971-03-16,105.559998,0.0
1971-03-17,105.5,0.0
1971-03-18,105.879997,0.0
1971-03-19,105.769997,0.0
1971-03-22,105.370003,0.0
1971-03-23,105.110001,0.0
1971-03-24,104.699997,0.0
1971-03-25,104.599998,0.0
1971-03-26,105.07,0.0
1971-03-29,105.199997,0.0
1971-03-30,105.440002,0.0
1971-03-31,105.970001,0.0
1971-04-01,106.339996,0.0
1971-04-02,106.860001,0.0
1971-04-05,107.169998,0.0
1971-04-06,107.559998,0.0
1971-04-07,108.059998,0.0
1971-04-08,108.379997,0.0
1971-04-12,108.870003,0.0
1971-04-13,108.849998,0.0
1971-04-14,109.080002,0.0
1971-04-15,109.690002,0.0
1971-04-16,109.959999,0.0
1971-04-19,110.160004,0.0
1971-04-20,109.529999,0.0
1971-04-21,109.519997,0.0
1971-04-22,109.989998,0.0
1971-04-23,110.690002,0.0
1971-04-26,111.129997,0.0
1971-04-27,111.690002,0.0
1971-04-28,112.370003,0.0
1971-04-29,112.459999,0.0
1971-04-30,112.300003,0.0
1971-05-03,111.349998,0.0
1971-05-04,111.769997,0.0
1971-05-05,111.68,0.0
1971-05-06,111.059998,0.0
1971-05-07,110.660004,0.0
1971-05-10,110.150002,0.0
1971-05-11,110.330002,0.0
1971-05-12,110.370003,0.0
1971-05-13,110.550003,0.0
1971-05-14,110.739998,0.0
1971-05-17,109.150002,0.0
1971-05-18,108.400002,0.0
1971-05-19,108.330002,0.0
1971-05-20,108.720001,0.0
1971-05-21,108.849998,0.0
1971-05-24,108.419998,0.0
1971-05-25,107.5,0.0
1971-05-26,107.529999,0.0
1971-05-27,107.599998,0.0
1971-05-28,108.25,0.0
1971-06-01,108.870003,0.0
1971-06-02,109.559998,0.0
1971-06-03,110.220001,0.0
1971-06-04,110.660004,0.0
1971-06-07,110.760002,0.0
1971-06-08,110.019997,0.0
1971-06-09,109.790001,0.0
1971-06-10,110.059998,0.0
1971-06-11,110.199997,0.0
1971-06-14,109.57,0.0
1971-06-15,109.360001,0.0
1971-06-16,109.440002,0.0
1971-06-17,109.440002,0.0
1971-06-18,108.160004,0.0
1971-06-21,106.5,0.0
1971-06-22,105.489998,0.0
1971-06-23,105.989998,0.0
1971-06-24,106.370003,0.0
1971-06-25,106.559998,0.0
1971-06-28,106.449997,0.0
1971-06-29,107.220001,0.0
1971-06-30,107.800003,0.0
1971-07-01,108.470001,0.0
1971-07-02,108.769997,0.0
1971-07-06,109.230003,0.0
1971-07-07,110.010002,0.0
1971-07-08,110.419998,0.0
1971-07-09,110.910004,0.0
1971-07-12,111.239998,0.0
1971-07-13,110.760002,0.0
1971-07-14,110.339996,0.0
1971-07-15,110.720001,0.0
1971-07-16,109.980003,0.0
1971-07-19,109.370003,0.0
1971-07-20,109.790001,0.0
1971-07-21,109.739998,0.0
1971-07-22,109.540001,0.0
1971-07-23,109.629997,0.0
1971-07-26,109.349998,0.0
1971-07-27,108.57,0.0
1971-07-28,107.449997,0.0
1971-07-29,105.809998,0.0
1971-07-30,105.269997,0.0
1971-08-02,105.589996,0.0
1971-08-03,104.410004,0.0
1971-08-04,103.260002,0.0
1971-08-05,103.110001,0.0
1971-08-06,103.779999,0.0
1971-08-09,103.18,0.0
1971-08-10,103.040001,0.0
1971-08-11,104.080002,0.0
1971-08-12,105.209999,0.0
1971-08-13,105.440002,0.0
1971-08-16,107.860001,0.0
1971-08-17,108.93,0.0
1971-08-18,108.389999,0.0
1971-08-19,108.010002,0.0
1971-08-20,107.889999,0.0
1971-08-23,108.260002,0.0
1971-08-24,108.599998,0.0
1971-08-25,108.849998,0.0
1971-08-26,108.970001,0.0
1971-08-27,109.300003,0.0
1971-08-30,108.709999,0.0
1971-08-31,108.419998,0.0
1971-09-01,108.650002,0.0
1971-09-02,108.959999,0.0
1971-09-03,109.980003,0.0
1971-09-07,110.529999,0.0
1971-09-08,110.580002,0.0
1971-09-09,110.550003,0.0
1971-09-10,110.419998,0.0
1971-09-13,110.220001,0.0
1971-09-14,109.769997,0.0
1971-09-15,109.790001,0.0
1971-09-16,109.779999,0.0
1971-09-17,110.099998,0.0
1971-09-20,109.989998,0.0
1971-09-21,109.82,0.0
1971-09-22,108.989998,0.0
1971-09-23,108.800003,0.0
1971-09-24,108.879997,0.0
1971-09-27,108.18,0.0
1971-09-28,108.379997,0.0
1971-09-29,108.599998,0.0
1971-09-30,109.029999,0.0
1971-10-01,109.580002,0.0
1971-10-04,109.959999,0.0
1971-10-05,109.989998,0.0
1971-10-06,110.68,0.0
1971-10-07,110.980003,0.0
1971-10-08,110.739998,0.0
1971-10-11,110.709999,0.0
1971-10-12,110.910004,0.0
1971-10-13,110.690002,0.0
1971-10-14,109.870003,0.0
1971-10-15,109.599998,0.0
1971-10-18,109.059998,0.0
1971-10-19,107.989998,0.0
1971-10-20,106.580002,0.0
1971-10-21,106.610001,0.0
1971-10-22,106.800003,0.0
1971-10-25,106.290001,0.0
1971-10-26,105.690002,0.0
1971-10-27,104.279999,0.0
1971-10-28,104.5,0.0
1971-10-29,105.099998,0.0
1971-11-01,103.690002,0.0
1971-11-02,103.540001,0.0
1971-11-03,105.010002,0.0
1971-11-04,105.559998,0.0
1971-11-05,105.459999,0.0
1971-11-08,105.43,0.0
1971-11-09,105.720001,0.0
1971-11-10,104.860001,0.0
1971-11-11,103.739998,0.0
1971-11-12,103.910004,0.0
1971-11-15,103.440002,0.0
1971-11-16,103.709999,0.0
1971-11-17,103.639999,0.0
1971-11-18,103.440002,0.0
1971-11-19,102.949997,0.0
1971-11-22,101.790001,0.0
1971-11-23,100.309998,0.0
1971-11-24,100.400002,0.0
1971-11-26,101.639999,0.0
1971-11-29,103.080002,0.0
1971-11-30,103.970001,0.0
1971-12-01,105.0,0.0
1971-12-02,106.150002,0.0
1971-12-03,107.260002,0.0
1971-12-06,106.919998,0.0
1971-12-07,107.260002,0.0
1971-12-08,107.709999,0.0
1971-12-09,107.970001,0.0
1971-12-10,108.809998,0.0
1971-12-13,109.160004,0.0
1971-12-14,109.07,0.0
1971-12-15,109.449997,0.0
1971-12-16,110.010002,0.0
1971-12-17,110.519997,0.0
1971-12-20,111.5,0.0
1971-12-21,111.730003,0.0
1971-12-22,111.970001,0.0
1971-12-23,111.940002,0.0
1971-12-27,111.699997,0.0
1971-12-28,111.93,0.0
1971-12-29,112.57,0.0
1971-12-30,112.970001,0.0
1971-12-31,114.120003,0.0
1972-01-03,113.650002,0.0
1972-01-04,113.93,0.0
1972-01-05,114.830002,0.0
1972-01-06,115.720001,0.0
1972-01-07,116.050003,0.0
1972-01-10,116.099998,0.0
1972-01-11,116.639999,0.0
1972-01-12,116.900002,0.0
1972-01-13,116.419998,0.0
1972-01-14,116.739998,0.0
1972-01-17,116.93,0.0
1972-01-18,117.660004,0.0
1972-01-19,117.449997,0.0
1972-01-20,117.32,0.0
1972-01-21,117.209999,0.0
1972-01-24,116.489998,0.0
1972-01-25,116.300003,0.0
1972-01-26,116.389999,0.0
1972-01-27,117.370003,0.0
1972-01-28,118.440002,0.0
1972-01-31,118.870003,0.0
1972-02-01,119.580002,0.0
1972-02-02,120.470001,0.0
